what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811370933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811391345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811391478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811413054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811413197
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811413226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811419245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811420013
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339811438660
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811440471
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339811441740
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811441895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811444495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811460745
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339811462718
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811462909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811462960
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339811468887
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339811469188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811485521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811485622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811508955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811509079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811509912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811514129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811518083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811518181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811518324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811520146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811523686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811526013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811539699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811598012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811605263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811612426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811677578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811803578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811806927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339811811672
